EC:2.7.1.41	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN
EC:2.3.1.117	TETHYDPICSUCC-RXN
EC:2.7.1.58	DEHYDDEOXGALACTKIN-RXN
EC:4.3.1.14	4.3.1.14-RXN
EC:1.1.1.149	1.1.1.149-RXN
EC:2.6.1.98	RXN-13596
EC:3.4.22.53	3.4.22.53-RXN
EC:2.3.1.140	RXN-7633
EC:4.1.3.27	ANTHRANSYN-RXN
EC:2.1.1.255	RXN-12975
EC:2.5.1.1	GPPSYN-RXN
EC:2.4.1.281	RXN-12977
EC:4.2.3.118	RXN-12976
EC:2.7.1.176	RXN-12979
EC:3.1.3.70	3.1.3.70-RXN
EC:4.2.1.70	RXN0-5398
EC:4.99.1.1	PROTOHEMEFERROCHELAT-RXN
EC:2.3.1.33	HISTIDINE-N-ACETYLTRANSFERASE-RXN
EC:2.3.1.25	PLASMALOGEN-SYNTHASE-RXN
EC:3.1.1.91	RXN-13371
EC:3.6.1.3	ATPASE-RXN
EC:1.13.11.63	RXN-13374
EC:3.4.21.95	3.4.21.95-RXN
EC:6.3.3.6	RXN-8948
EC:1.14.20.3	RXN-8949
EC:2.3.1.226	RXN-8947
EC:1.3.7.1	6-HYDROXYNICOTINATE-REDUCTASE-RXN
EC:2.3.3.9	MALSYN-RXN
EC:4.1.2.44	RXN-11054
EC:1.2.1.77	RXN-11053
EC:4.1.99.14	RXN-11051
EC:3.7.1.11	RXN-11050
EC:3.6.1.11	EXOPOLYPHOSPHATASE-RXN
EC:1.3.1.14	OROTATE-REDUCTASE-NADH-RXN
EC:1.14.13.95	1.14.13.95-RXN
EC:1.2.1.51	PYRUVATE-DEHYDROGENASE-NADP+-RXN
EC:3.5.1.69	3.5.1.69-RXN
EC:5.3.99.9	RXN1F-155
EC:2.4.1.180	UDPMANACATRANS-RXN
EC:2.1.1.129	2.1.1.129-RXN
EC:1.1.1.76	SS-BUTANEDIOL-DEHYDROGENASE-RXN
EC:1.11.1.21	CATAL-RXN,RXN-8667
EC:3.1.4.45	3.1.4.45-RXN
EC:2.4.2.19	QUINOPRIBOTRANS-RXN
EC:2.6.1.107	RXN-14469
EC:2.1.1.281	RXN-14468
EC:3.1.1.11	RXN-2102,PECTINESTERASE-RXN
EC:3.2.1.15	RXN-2103
EC:3.6.3.16	3.6.3.16-RXN
EC:1.14.13.58	1.14.13.58-RXN
EC:2.3.2.i	RXN-16313,RXN-16314
EC:3.4.22.64	RXN-16316
EC:3.4.11.6	3.4.11.6-RXN
EC:1.14.21.5	1.1.3.36-RXN
EC:1.1.1.287	RXN-7972,RXN-7971
EC:5.5.1.13	5.5.1.13-RXN
EC:3.4.21.111	3.4.21.111-RXN,RXN-8708
EC:1.14.99.37	1.14.99.37-RXN
EC:2.7.1.95	KANAMYCIN-KINASE-RXN
EC:1.1.3.43	RXN-13165
EC:1.13.11.18	RXN-13161
EC:4.2.1.33	RXN-13163
EC:2.5.1.21	RXN-13162
EC:1.3.1.105	RXN-9563
EC:6.1.1.16	CYSTEINE--TRNA-LIGASE-RXN
EC:3.5.1.54	ALLOPHANATE-HYDROLASE-RXN
EC:3.1.4.41	SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN
EC:1.7.3.3	URATE-OXIDASE-RXN
EC:5.4.99.21	RXN-11835
EC:5.4.99.20	RXN-11834
EC:5.4.99.23	RXN-11837
EC:5.4.99.22	RXN-11836
EC:5.4.99.19	RXN-11833
EC:5.4.99.25	RXN-11839
EC:5.4.99.24	RXN-11838
EC:3.4.19.6	3.4.19.6-RXN
EC:1.14.13.196	RXN-13783
EC:3.1.1.74	3.1.1.74-RXN
EC:2.3.1.81	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
EC:1.1.1.36	RXN-12560,RXN-13279,RXN-5901
EC:3.4.23.41	3.4.23.41-RXN
EC:1.11.1.10	CHLORIDE-PEROXIDASE-RXN
EC:2.7.7.1	2.7.7.1-RXN
EC:5.2.1.8	PEPTIDYLPROLYL-ISOMERASE-RXN
EC:3.4.21.43	3.4.21.47-RXN
EC:3.4.21.47	3.4.21.47-RXN
EC:3.1.26.12	RXN0-6478,3.1.26.12-RXN,RXN0-6521,RXN0-6523,RXN0-6522,RXN0-6485
EC:2.1.1.293	RXN-14927
EC:3.4.23.46	RXN-11697
EC:2.1.1.296	RXN-14928
EC:2.5.1.116	RXN-14929
EC:1.1.99.4	DEHYDROGLUCONATE-DEHYDROGENASE-RXN
EC:1.6.2.4	NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN
EC:3.5.4.12	DCMP-DEAMINASE-RXN
EC:1.14.13.48	--LIMONENE-6-MONOOXYGENASE-RXN
EC:4.2.3.71	RXN-8553
EC:4.2.3.38	RXN-8550
EC:4.2.3.87	RXN-8556
EC:3.1.11.3	3.1.11.3-RXN
EC:6.3.2.6	SAICARSYN-RXN
EC:2.7.1.144	TAGAKIN-RXN
EC:2.7.1.36	MEVALONATE-KINASE-RXN
EC:6.3.2.34	RXN-8081
EC:6.3.2.31	RXN-8080
EC:1.14.99.43	RXN-8082,RXN-8084
EC:6.3.2.32	RXN-8087
EC:3.4.23.21	3.4.23.21-RXN
EC:4.2.1.141	RXN-8777
EC:1.13.11.79	RXN-8771
EC:2.4.1.243	RXN-15258,2.4.1.243-RXN
EC:1.1.99.21	D-SORBITOL-DEHYDROGENASE-RXN
EC:2.8.2.35	RXN-11555
EC:5.4.99.30	RXN-11552
EC:1.5.1.17	ALANOPINE-DEHYDROGENASE-RXN
EC:1.5.3.4	N6-METHYL-LYSINE-OXIDASE-RXN
EC:3.4.17.10	CARBOXYPEPTIDASE-H-RXN
EC:5.4.99.41	RXN-111
EC:1.14.11.13	RXN-115
EC:3.2.1.156	3.2.1.156-RXN
EC:1.3.8.11	R282-RXN
EC:2.4.1.319	RXN-15202
EC:4.1.3.38	ADCLY-RXN
EC:5.4.2.9	PHOSPHOENOLPYRUVATE-MUTASE-RXN
EC:3.6.1.8	ATP-PYROPHOSPHATASE-RXN
EC:3.4.24.35	3.4.24.35-RXN
EC:1.1.3.13	ALCOHOL-OXIDASE-RXN,METHANOL-OXIDASE-RXN
EC:1.14.13.16	CYCLOPENTANONE-MONOOXYGENASE-RXN
EC:2.3.1.36	D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN
EC:2.7.1.163	RXN-10030
EC:2.2.1.10	RXN-10031
EC:2.4.1.27	2.4.1.27-RXN
EC:1.13.11.14	1.13.11.14-RXN
EC:4.3.1.1	ASPARTASE-RXN
EC:2.4.1.173	RXN-12123,RXN-12126,RXN-12127,RXN-12125,RXN-12128,STEROL-GLUCOSYLTRANSFERASE-RXN
EC:5.4.99.35	RXN-9916
EC:1.2.1.28	RXN-9910,BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN
EC:2.3.1.61	RXN0-1147
EC:2.3.1.21	RXN-9918,CARNITINE-O-PALMITOYLTRANSFERASE-RXN
EC:1.14.19.w	RXN-7798,RXN-16375
EC:5.2.1.5	LINOLEATE-ISOMERASE-RXN
EC:3.4.22.68	3.4.22.68-RXN
EC:5.1.3.5	UDP-ARABINOSE-4-EPIMERASE-RXN
EC:3.4.24.34	3.4.24.34-RXN
EC:1.2.3.14	1.2.3.14-RXN
EC:4.2.1.126	RXN0-4641
EC:4.2.1.94	SCYTALONE-DEHYDRATASE-RXN
EC:3.5.4.10	IMPCYCLOHYDROLASE-RXN
EC:2.4.2.4	THYM-PHOSPH-RXN
EC:3.4.21.36	3.4.21.36-RXN
EC:6.2.1.1	ACETATE--COA-LIGASE-RXN
EC:2.3.1.137	CARNITINE-O-OCTANOYLTRANSFERASE-RXN
EC:3.2.1.184	RXN-13574
EC:1.3.99.32	RXN-12957
EC:5.4.2.4	BISPHOSPHOGLYCERATE-MUTASE-RXN
EC:2.4.1.279	RXN-12958
EC:2.4.1.26	2.4.1.26-RXN
EC:5.4.2.8	PHOSMANMUT-RXN
EC:2.1.1.117	2.1.1.117-RXN
EC:1.1.1.218	MORPHINE-6-DEHYDROGENASE-RXN
EC:3.2.2.17	3.2.2.17-RXN
EC:2.7.1.16	RXN0-5116,RIBULOKIN-RXN
EC:1.14.13.123	RXN-8962
EC:1.2.1.75	RXN-8963
EC:2.1.2.5	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
EC:4.2.1.153	RXN-8965
EC:2.7.1.137	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN
EC:3.4.24.39	3.4.24.39-RXN
EC:3.4.21.53	3.4.21.53-RXN
EC:2.6.1.16	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
EC:2.7.14.1	RXN8J2-140
EC:4.1.1.5	ACETOLACTATE-DECARBOXYLASE-RXN
EC:5.3.3.14	RXN1G-674,RXN-16614,RXN1G-53,RXN1G-30,5.3.3.14-RXN
EC:3.5.99.5	3.5.99.5-RXN
EC:1.1.1.303	RXN-11036
EC:1.1.1.304	RXN-11032
EC:5.5.1.12	RXN-4861
EC:6.3.2.37	RXN-12042
EC:4.2.3.15	RXN-5110
EC:2.10.1.1	RXN-8348
EC:2.7.7.75	RXN-8344
EC:2.8.1.12	RXN-8342
EC:4.1.99.18	RXN-8340
EC:1.2.2.4	1.2.2.4-RXN
EC:1.13.11.75	RXN-11783
EC:2.7.1.169	RXN-11782
EC:6.3.2.36	RXN-11781
EC:2.7.4.16	THI-P-KIN-RXN
EC:2.4.1.251	RXN-11789
EC:2.4.1.252	RXN-11788
EC:2.8.2.4	ESTRONE-SULFOTRANSFERASE-RXN
EC:2.7.1.113	DEOXYGUANOSINE-KINASE-RXN
EC:3.6.3.3	3.6.3.3-RXN
EC:4.99.1.8	RXN-10785
EC:2.5.1.20	2.5.1.20-RXN,RXN-9137
EC:1.1.1.94	GLYC3PDEHYDROGBIOSYN-RXN
EC:2.8.2.30	2.8.2.30-RXN
EC:2.3.1.157	2.3.1.157-RXN
EC:2.5.1.26	ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN
EC:3.4.22.33	3.4.22.33-RXN
EC:5.4.3.3	BETA-LYSINE-56-AMINOMUTASE-RXN
EC:3.4.24.7	3.4.24.7-RXN
EC:4.2.3.50	RXN-10567
EC:1.3.1.76	DIMETHUROPORDEHYDROG-RXN
EC:1.1.1.19	GLUCURONATE-REDUCTASE-RXN
EC:1.14.19.aj	RXN-16332,RXN-11341
EC:3.6.4.8	3.6.4.8-RXN
EC:1.8.2.4	RXN-9763
EC:6.2.1.8	OXALATE--COA-LIGASE-RXN
EC:3.1.1.75	3.1.1.75-RXN
EC:2.7.1.24	DEPHOSPHOCOAKIN-RXN
EC:2.6.1.93	RXN-13146
EC:2.7.1.179	RXN-9581
EC:4.2.1.144	RXN-9587
EC:2.4.2.41	RXN-9589
EC:2.7.1.17	XYLULOKIN-RXN
EC:3.4.23.49	3.4.21.87-RXN
EC:1.11.1.9	GLUTATHIONE-PEROXIDASE-RXN
EC:1.1.1.190	1.1.1.190-RXN
EC:1.11.2.2	RXN-11818
EC:6.3.2.26	6.3.2.26-RXN
EC:1.11.1.19	RXN-11813
EC:2.7.8.32	RXN-11812
EC:1.11.2.1	RXN-11814
EC:6.3.1.2	GLUTAMINESYN-RXN
EC:1.3.8.6	GLUTARYL-COA-DEHYDROGENASE-RXN
EC:2.8.3.10	CITTRANS-RXN,2.8.3.10-RXN
EC:1.13.12.6	CYPRIDINA-LUCIFERIN-2-MONOOXYGENASE-RXN
EC:3.6.1.7	ACYLPHOSPHATASE-RXN
EC:2.7.11.15	2.7.11.15-RXN
EC:4.1.1.97	RXN-6201
EC:2.4.1.212	2.4.1.212-RXN,RXN-11627
EC:2.7.7.15	2.7.7.15-RXN
EC:3.4.22.31	3.4.22.31-RXN
EC:3.2.1.54	CYCLOMALTODEXTRINASE-RXN
EC:2.5.1.101	RXN-12238
EC:2.7.7.82	RXN-12239
EC:4.2.3.8	CASBENE-SYNTHASE-RXN
EC:3.4.23.12	3.4.23.12-RXN
EC:3.2.1.10	3.2.1.10-RXN
EC:1.5.1.23	TAUROPINE-DEHYDROGENASE-RXN
EC:4.1.1.47	GLYOCARBOLIG-RXN
EC:2.7.8.8	PHOSPHASERSYN-RXN
EC:2.1.1.136	2.1.1.136-RXN
EC:3.4.21.99	3.4.21.99-RXN
EC:4.2.3.19	4.2.3.19-RXN
EC:1.21.99.1	BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN
EC:2.7.13.1	2.7.13.1-RXN
EC:3.6.4.5	3.6.4.5-RXN
EC:1.5.1.10	RXN3O-127
EC:4.2.3.46	RXN-8574
EC:4.2.3.116	RXN-8576
EC:4.2.1.150	RXN-15014,RXN-11667
EC:2.4.1.100	RXN-1801,2.4.1.100-RXN
EC:3.2.1.64	3.2.1.64-RXN
EC:1.1.1.220	1.1.1.220-RXN
EC:2.5.1.7	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
EC:2.7.2.11	GLUTKIN-RXN
EC:2.4.1.38	RXN-15278,RXN-15276,2.4.1.38-RXN
EC:2.4.99.1	RXN-15271
EC:2.4.99.3	RXN-15270
EC:2.4.1.150	RXN-15277,2.4.1.150-RXN
EC:4.2.3.18	4.2.3.18-RXN
EC:1.7.1.1	NITRATE-REDUCTASE-NADH-RXN
EC:1.1.1.42	ISOCITDEH-RXN
EC:2.4.1.230	2.4.1.230-RXN,RXN-15358
EC:2.4.1.222	2.4.1.222-RXN
EC:1.1.1.28	DLACTDEHYDROGNAD-RXN
EC:1.5.1.11	1.5.1.11-RXN
EC:3.5.2.10	CREATININASE-RXN
EC:1.5.8.2	1.5.8.2-RXN
EC:6.2.1.40	RXN-9092
EC:2.4.1.8	MALTOSE-PHOSPHORYLASE-RXN
EC:3.4.24.25	3.4.24.25-RXN
EC:1.14.13.38	ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN
EC:5.4.1.b	RXN-15901
EC:3.2.1.122	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
EC:1.1.1.10	L-XYLULOSE-REDUCTASE-RXN
EC:3.3.2.1	ISOCHORMAT-RXN
EC:2.1.1.271	RXN-8762
EC:2.1.1.170	RXN-11578
EC:4.2.3.49	RXN-11575
EC:2.1.1.172	RXN-11576
EC:3.1.6.14	RXN-11570,3.1.6.14-RXN
EC:2.1.1.132	2.1.1.132-RXN
EC:4.2.1.22	CYSTATHIONINE-BETA-SYNTHASE-RXN
EC:4.1.2.26	PHENYLSERINE-ALDOLASE-RXN
EC:3.2.1.60	3.2.1.60-RXN
EC:3.2.1.103	3.2.1.103-RXN
EC:2.1.1.126	2.1.1.126-RXN
EC:2.7.6.3	RXN-15733,H2PTERIDINEPYROPHOSPHOKIN-RXN
EC:1.14.13.61	1.14.13.61-RXN
EC:4.2.1.ba	RXN-15730
EC:3.4.21.93	3.4.21.93-RXN
EC:3.1.1.96	RXN-15041
EC:4.2.1.45	CDP-GLUCOSE-46-DEHYDRATASE-RXN
EC:1.4.1.20	PHENYLALANINE-DEHYDROGENASE-RXN
EC:3.2.1.59	3.2.1.59-RXN
EC:1.14.13.20	24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN,RXN-9866
EC:3.5.1.56	NN-DIMETHYLFORMAMIDASE-RXN
EC:1.14.99.48	RXN-14697,RXN-14696
EC:3.5.99.9	RXN-13558
EC:1.14.16.7	RXN-13555
EC:2.3.1.122	RXN1G-874
EC:6.2.1.33	6.2.1.33-RXN
EC:1.14.13.163	RXN-13081
EC:3.6.1.9	RXN0-4401,NUCLEOTIDE-PYROPHOSPHATASE-RXN
EC:2.3.1.233	RXN-9931
EC:3.1.3.79	RXN-9936
EC:1.1.1.318	RXN-9245,RXN-12939
EC:2.4.1.246	RXN-9935
EC:2.3.3.1	CITSYN-RXN
EC:2.3.3.16	CITSYN-RXN
EC:4.2.3.131	RXN-13338
EC:3.1.4.11	RXN-13334,3.1.4.11-RXN
EC:4.2.1.137	RXN-13335
EC:4.2.3.130	RXN-13337
EC:3.7.1.18	RXN-13332
EC:3.7.1.1	OXALOACETASE-RXN
EC:3.1.1.42	CHLOROGENATE-HYDROLASE-RXN
EC:3.1.21.7	3.1.21.7-RXN
EC:1.6.6.9	TMAOREDUCT-RXN
EC:3.5.4.23	BLASTICIDIN-S-DEAMINASE-RXN
EC:5.1.3.21	5.1.3.21-RXN
EC:3.1.21.1	3.1.21.1-RXN
EC:4.2.3.11	4.2.3.11-RXN
EC:1.1.1.8	1.1.1.8-RXN
EC:2.4.1.328	RXN-12933
EC:4.2.1.91	CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN
EC:6.3.1.13	RXN1G-121
EC:3.4.21.83	3.4.21.83-RXN
EC:4.1.1.48	IGPSYN-RXN
EC:2.7.7.49	RNA-DIRECTED-DNA-POLYMERASE-RXN
EC:1.1.1.261	1.1.1.261-RXN
EC:1.1.99.2	2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN
EC:1.14.15.3	ALKANE-1-MONOOXYGENASE-RXN
EC:1.13.99.1	MYO-INOSITOL-OXYGENASE-RXN
EC:1.14.13.96	1.14.13.96-RXN
EC:2.7.11.10	2.7.11.10-RXN
EC:1.8.1.15	1.8.1.15-RXN
EC:1.14.12.12	NAPHTHALENE-12-DIOXYGENASE-RXN
EC:6.1.1.17	GLURS-RXN
EC:1.1.1.197	1.1.1.197-RXN
EC:5.4.99.12	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
EC:1.1.1.234	RXN-14425,RXN-14422,FLAVANONE-4-REDUCTASE-RXN
EC:2.5.1.107	RXN-14421
EC:2.5.1.110	RXN-14420
EC:3.5.1.118	RXN-14429
EC:2.7.11.7	2.7.11.7-RXN
EC:2.7.1.127	2.7.1.127-RXN
EC:3.7.1.21	OAHTHAUERA-RXN
EC:5.3.3.17	RXN-9031
EC:1.14.13.131	RXN-9740
EC:1.2.1.41	GLUTSEMIALDEHYDROG-RXN
EC:1.3.3.9	1.3.3.9-RXN,RXN-4522
EC:3.4.24.16	3.4.24.16-RXN
EC:5.3.1.8	MANNPISOM-RXN
EC:1.13.11.58	RXN-8495
EC:2.6.1.40	2.6.1.40-RXN
EC:2.3.1.159	2.3.1.159-RXN
EC:1.3.1.29	1.3.1.29-RXN
EC:4.3.1.4	4.3.1.4-RXN
EC:3.2.2.4	AMP-NUCLEOSID-RXN
EC:4.2.1.32	LTARTDEHYDRA-RXN
EC:2.1.1.259	RXN-13588
EC:2.4.1.117	2.4.1.117-RXN
EC:3.4.21.5	3.4.21.5-RXN
EC:3.4.21.74	3.4.21.74-RXN
EC:3.6.1.40	PPPGPPHYDRO-RXN
EC:1.14.18.3	RXN-12219
EC:2.7.7.46	2.7.7.46-RXN
EC:3.7.1.2	FUMARYLACETOACETASE-RXN
EC:3.2.1.80	3.2.1.80-RXN,RXN-1841
EC:1.1.1.12	L-ARABINITOL-4-DEHYDROGENASE-RXN
EC:1.2.1.20	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
EC:1.13.11.57	GALLATE-DIOXYGENASE-RXN
EC:2.1.1.57	2.1.1.57-RXN
EC:3.4.22.51	3.4.22.51-RXN
EC:2.3.1.82	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
EC:3.5.1.81	3.5.1.81-RXN
EC:1.14.13.82	RXN-10891
EC:2.7.1.26	RIBOFLAVINKIN-RXN
EC:4.2.3.44	RXN-8514
EC:4.2.3.132	RXN-8512
EC:4.2.3.32	RXN-8511
EC:3.6.3.40	3.6.3.40-RXN
EC:2.5.1.27	RXN-4307
EC:2.5.1.78	LUMAZINESYN-RXN
EC:3.4.23.36	3.4.23.36-RXN
EC:3.5.1.19	NICOTINAMID-RXN
EC:1.3.4.1	RXN-15295
EC:1.16.3.2	RXN-15294
EC:2.7.1.184	RXN-15297
EC:5.3.1.31	RXN-15296
EC:1.1.1.373	RXN-15299
EC:4.1.2.57	RXN-15298
EC:1.1.2.6	RXN-11316
EC:2.1.1.8	HISTAMINE-N-METHYLTRANSFERASE-RXN
EC:4.1.2.38	BENZOIN-ALDOLASE-RXN
EC:4.1.1.82	4.1.1.82-RXN
EC:2.7.1.63	2.7.1.63-RXN
EC:1.8.1.14	COA-DISULFIDE-REDUCTASE-NADH-RXN
EC:2.7.8.14	2.7.8.14-RXN
EC:2.5.1.48	O-SUCCHOMOSERLYASE-RXN
EC:1.5.1.21	RXN-14210,RXN-16268
EC:3.4.11.15	3.4.11.15-RXN
EC:3.6.1.65	RXN0-383,DCTP-PYROPHOSPHATASE-RXN
EC:2.7.1.47	D-RIBULOKIN-RXN
EC:1.1.1.380	RXN-15920
EC:4.2.2.12	4.2.2.12-RXN
EC:3.5.99.6	GLUCOSAMINE-6-P-DEAMIN-RXN
EC:2.1.1.133	2.1.1.133-RXN
EC:1.1.1.210	1.1.1.210-RXN
EC:2.1.1.177	RXN-11592
EC:3.5.2.7	IMIDAZOLONEPROPIONASE-RXN
EC:6.2.1.27	4-HYDROXYBENZOATE--COA-LIGASE-RXN
EC:4.4.1.2	HOMOCYSTEINE-DESULFHYDRASE-RXN
EC:2.1.1.184	RXN-11597
EC:2.1.1.179	RXN-11594
EC:2.1.1.180	RXN-11595
EC:2.1.1.193	RXN-11598
EC:2.1.1.188	RXN-11599
EC:5.4.4.1	5.4.4.1-RXN
EC:2.3.1.109	ARGININE-N-SUCCINYLTRANSFERASE-RXN,RXN-7561
EC:2.7.3.9	2.7.3.9-RXN
EC:1.2.1.59	GAPDHSYNEC-RXN
EC:4.3.2.3	UREIDOGLYCOLATE-LYASE-RXN
EC:4.4.1.25	4.4.1.25-RXN
EC:3.1.22.4	3.1.22.4-RXN
EC:1.1.1.125	KDUD-RXN
EC:2.7.8.15	2.7.8.15-RXN
EC:1.5.1.33	1.1.1.253-RXN
EC:1.1.1.61	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
EC:4.2.3.13	4.6.1.11-RXN
EC:2.7.2.7	BUTYRATE-KINASE-RXN
EC:1.14.13.174	RXN-9482,RXN-9481
EC:1.1.1.352	RXN-9483,RXN-9484
EC:1.1.1.349	RXN-9480
EC:4.2.1.142	RXN-9485
EC:2.7.11.2	2.7.11.2-RXN
EC:3.4.21.27	3.4.21.27-RXN
EC:2.7.1.85	BETA-GLUCOSIDE-KINASE-RXN
EC:3.2.1.157	3.2.1.157-RXN
EC:2.1.1.5	2.1.1.5-RXN
EC:1.6.5.9	RXN0-5330
EC:1.97.1.9	RXN0-2101
EC:6.1.1.21	HISTIDINE--TRNA-LIGASE-RXN
EC:6.3.3.1	AIRS-RXN
EC:2.4.1.69	GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN
EC:4.1.99.2	TYROSINE-PHENOL-LYASE-RXN
EC:1.14.99.38	1.14.99.38-RXN
EC:4.2.1.50	PYRAZOLYLALANINE-SYNTHASE-RXN
EC:1.1.1.378	RXN-12158
EC:2.3.1.59	GENTAMICIN-2-N-ACETYLTRANSFERASE-RXN
EC:2.4.1.214	2.4.1.214-RXN
EC:2.4.1.33	ALGINATE-SYNTHASE-RXN
EC:4.1.1.20	DIAMINOPIMDECARB-RXN
EC:3.4.24.76	3.4.24.76-RXN
EC:1.1.1.24	QUINATE-5-DEHYDROGENASE-RXN
EC:2.4.1.177	CINNAMATE-GLUCOSYLTRANSFERASE-RXN
EC:2.4.2.10	OROPRIBTRANS-RXN
EC:1.14.13.171	RXN-12661
EC:1.14.13.188	RXN-12918
EC:3.2.1.46	GALACTOSYLCERAMIDASE-RXN
EC:4.2.1.125	RXN-8885
EC:6.4.1.8	RXN-1303
EC:1.1.1.311	RXN-1302
EC:5.3.1.1	TRIOSEPISOMERIZATION-RXN
EC:2.7.1.171	RXN-12005
EC:4.2.3.21	RXN-4823
EC:2.7.1.172	RXN-12003
EC:2.7.4.22	RXN-12002
EC:3.4.21.25	3.4.21.25-RXN
EC:6.1.2.1	RXN-11298
EC:2.3.2.18	RXN-11297
EC:2.3.2.17	RXN-11296
EC:3.5.1.104	RXN-11290
EC:2.8.2.5	CHONDROITIN-4-SULFOTRANSFERASE-RXN
EC:6.1.1.6	LYSINE--TRNA-LIGASE-RXN
EC:1.2.1.57	BUTANAL-DEHYDROGENASE-RXN
EC:2.3.1.188	RXN-10749,RXN-13728
EC:1.13.11.71	RXN-10741
EC:1.5.3.18	RXN-10744
EC:1.6.3.1	RXN-10745
EC:1.14.13.80	RXN-10746
EC:1.17.98.1	RXN-8658,RXN-8659
EC:1.14.15.7	RXN1F-357
EC:2.5.1.41	2.5.1.41-RXN
EC:3.3.2.11	RXN-8650,RXN-8651
EC:1.1.1.46	L-ARABINOSE-1-DEHYDROGENASE-RXN
EC:5.3.1.30	RXN-14150
EC:1.14.11.38	RXN-14407
EC:2.7.8.38	RXN-14405,RXN-9996
EC:4.1.99.12	DIOHBUTANONEPSYN-RXN
EC:4.1.1.53	PHENYLALANINE-DECARBOXYLASE-RXN
EC:2.7.7.12	GALACTURIDYLYLTRANS-RXN
EC:1.8.3.2	THIOL-OXIDASE-RXN,RXN-15684
EC:1.11.1.23	RXN-9011
EC:2.7.7.42	GSADENYLATION-RXN
EC:3.5.1.5	UREASE-RXN
EC:2.4.1.120	SINAPATE-1-GLUCOSYLTRANSFERASE-RXN
EC:2.7.7.14	2.7.7.14-RXN
EC:2.7.7.72	TRNA-CYTIDYLYLTRANSFERASE-RXN
EC:4.1.1.52	6-METHYLSALICYLATE-DECARBOXYLASE-RXN
EC:2.3.1.91	2.3.1.91-RXN
EC:2.1.1.280	RXN-11061
EC:1.14.19.ak	RXN-16374
EC:1.14.19.ao	RXN-16379
EC:3.6.4.10	RXN0-1061
EC:3.6.4.9	RXN0-1061
EC:2.7.1.23	NAD-KIN-RXN
EC:3.2.1.114	3.2.1.114-RXN
EC:2.3.1.50	SERINE-C-PALMITOYLTRANSFERASE-RXN
EC:4.1.1.44	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
EC:3.4.17.8	3.4.17.8-RXN
EC:3.5.1.33	N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN
EC:2.7.1.82	ETHANOLAMINE-KINASE-RXN
EC:2.4.1.56	2.4.1.56-RXN
EC:5.4.99.2	METHYLMALONYL-COA-MUT-RXN
EC:1.3.3.5	BILIRUBIN-OXIDASE-RXN
EC:2.4.1.291	RXN-13275
EC:2.4.1.290	RXN-13274
EC:2.4.1.293	RXN-13277
EC:2.4.1.292	RXN-13276
EC:5.4.99.42	RXN-12499
EC:4.2.3.82	RXN-12493
EC:5.4.99.44	RXN-12497
EC:4.2.3.83	RXN-12494
EC:1.13.11.38	1.13.11.38-RXN
EC:1.1.1.386	RXN-15051
EC:4.2.1.154	RXN-15056
EC:2.8.3.8	RXN-15727,ACECOATRANS-RXN,R11-RXN
EC:2.4.1.317	RXN-15059
EC:2.4.1.318	RXN-15058
EC:1.14.13.73	1.14.13.73-RXN
EC:1.1.1.181	1.1.1.181-RXN
EC:2.4.2.27	2.4.2.27-RXN
EC:3.4.16.6	3.4.16.6-RXN
EC:3.5.1.107	RXN-646
EC:3.5.2.18	3.5.2.18-RXN
EC:3.1.3.64	PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN
EC:1.3.99.35	RXN-8792
EC:5.1.1.1	ALARACECAT-RXN
EC:1.5.1.22	STROMBINE-DEHYDROGENASE-RXN
EC:2.1.1.116	2.1.1.116-RXN
EC:4.1.2.28	4.1.2.28-RXN
EC:6.1.1.18	GLUTAMINE--TRNA-LIGASE-RXN
EC:2.7.1.106	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN
EC:6.2.1.6	GLUTARATE--COA-LIGASE-RXN
EC:1.1.1.200	ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN
